first_name,middle_name,last_name,email,do_not_call,p2ptext_optout,mobile_phone,home_phone,work_phone,best_phone,join_date,xdate,membership_status,memb_status_letter,membership_type,monthly_dues_status,yearly_dues_status,union_member,union_name,union_local,accomodations,race,student_yes_no,student_school_name,mailing_pref,actionkit_id,dsa_chapter,ydsa_chapter,congressional_district,address1,address2,city,state,zip,country,lat,lon
Tyler,,Perez,hannahtaylor@example.net,,,(307)863-5989,(947)452-1904,,(307)863-5989,2020-04-18,2022-02-06,Lapsed,L,monthly,canceled_by_failure,canceled_by_user,"Yes, current union member",AFSCME,1940,,Pacific Islander,"Yes, high school student",DETROIT LAKES MIDDLE,Yes,161115,San Francisco,,ME_01,10287 Norton Road,Suite 119,North Barbaraton,NC,94125,US,,
Samuel,,Roberts,nicole65@example.net,True,TRUE,,,,,2017-04-04,2021-04-10,Lapsed,L,annual,lapsed,canceled_by_admin,"No, but former union member",,,,Pacific Islander,No,,Yes,868553,San Francisco,,ME_01,5641 Eric Walks,Suite 874,Gardnerchester,NV,94130,US,,
Matthew,Joyce,Martin,srice@example.net,True,,345-379-6400,,,345-379-6400,2022-03-08,2023-11-28,Member,M,one-time,canceled_by_processor,canceled_by_admin,"Yes, retired union member",IBEW,549,,Black / of African Descent,"Yes, graduate student",Ellsworth High,Membership card only,272705,San Francisco,,ME_01,750 Herrera Crossroad,Suite 995,East Patrick,WV,94135,US,,
William,,Moses,joel08@example.org,,,5599483236,,,5599483236,2018-07-10,2019-10-24,Lapsed,L,annual,lapsed,canceled_by_processor,Currently organizing my workplace,,,,Asian,No,,Membership card only,175076,San Francisco,,ME_01,2382 Jillian Cliffs,Suite 490,Carterland,NE,94103,US,,
Thomas,Jennifer,Kaiser,pwarren@example.com,,TRUE,(327)993-2152,(639)250-3382,,(327)993-2152,2016-07-03,2018-04-02,Lapsed,L,one-time,canceled_by_failure,canceled_by_failure,"No, not a union member",,,,Black / of African Descent,"Yes, graduate student",Verona Area International School,Membership card only,821825,San Francisco,,ME_01,6748 Lawrence Way,Suite 066,Katrinahaven,PR,94119,US,,
Shane,,Wilson,thomas93@example.org,,,322-907-7171,,,322-907-7171,2019-03-31,2020-06-30,Lapsed,L,income-based,canceled_by_failure,,"Yes, current union member",NEA,4973,,White / of European Descent,"Yes, high school student",Springboro Junior High School,Yes,406418,San Francisco,,ME_01,06460 Goodwin Knoll,Apt. 063,North Isabel,NC,94134,US,,
Rachel,,Miller,amandawilson@example.net,,,(619)524-3683,8949488422,,(619)524-3683,2023-09-08,2024-09-15,Member in Good Standing,M,yearly,canceled_by_admin,never,"No, not a union member",,,,Pacific Islander,"Yes, high school student",Carmen Arace Intermediate School,Yes,161990,San Francisco,,ME_02,39060 Collins Causeway,Suite 652,Warnerfurt,SC,94105,US,,
Mark,,Morales,tgarcia@example.net,,,906-560-5859,,,906-560-5859,2017-07-29,2023-07-10,Member,M,one-time,canceled_by_processor,canceled_by_user,"Yes, current union member",LIUNA,5957,,Native American / Indigenous,"Yes, college student",Newport MS,No,875875,San Francisco,,ME_02,8769 Martinez Rapids,Apt. 057,Douglasstad,CA,94156,US,,
Christopher,,Cook,ugarner@example.com,,,7052937809,(673)480-8186,,7052937809,2019-12-30,2022-11-20,Lapsed,L,monthly,canceled_by_admin,canceled_by_processor,Currently organizing my workplace,,,,West Asian / Middle Eastern,"Yes, high school student",Gorrell Elementary School,Yes,56362,San Francisco,,ME_01,30188 Jennifer Brook,Suite 764,Tracyburgh,WY,94143,US,,
Michael,,Peck,juliapadilla@example.org,,,3088855675,6024270042,,3088855675,2018-08-17,2021-08-04,Lapsed,L,monthly,canceled_by_processor,canceled_by_admin,"No, but former union member",,,,Other,"Yes, graduate student",KEYSER MIDDLE SCHOOL,Yes,312762,San Francisco,,ME_01,92341 David Corners,Suite 602,East Wendy,AR,94107,US,,
Adam,,Moore,bradfordalyssa@example.com,,TRUE,,,,,2023-10-14,2025-07-30,Member in Good Standing,M,monthly,canceled_by_admin,canceled_by_user,"No, not a union member",,,,Asian,No,,Membership card only,539760,San Francisco,,ME_02,5102 Sarah Summit,Apt. 966,Port Gregorybury,AK,94160,US,,
Brenda,Juan,Sloan,ymcgee@example.net,,,4607222823,9447843310,,4607222823,2018-03-17,2024-04-08,Member in Good Standing,M,yearly,canceled_by_admin,canceled_by_failure,Currently organizing my workplace,,,,White / of European Descent,"Yes, college student",Summit Academy Community School - Cincinnati,Membership card only,256475,San Francisco,,ME_02,92902 Natalie Passage,Suite 716,West Pamelabury,FM,94161,US,,
William,,Bryant,heather11@example.org,,,589-499-4758,,,589-499-4758,2022-07-27,2024-12-07,Member in Good Standing,M,yearly,past_due,canceled_by_admin,"Yes, retired union member",Teamsters,613,,Black / of African Descent,No,,Yes,189814,San Francisco,,ME_02,186 Megan Point,Apt. 943,Port Robert,PR,94161,US,,
Cody,,Kelly,mark75@example.com,,TRUE,4824434349,,,4824434349,2016-03-04,2017-09-17,Lapsed,L,one-time,past_due,never,"Yes, retired union member",,4898,,Other,"Yes, college student",RANCIER MIDDLE,Yes,275092,San Francisco,,ME_02,56899 Parker Row,Suite 609,Suarezstad,IN,94110,US,,
Jonathon,,Diaz,merrittchristopher@example.net,,,,,,,2017-04-13,2018-12-05,Lapsed,L,monthly,past_due,,"No, not a union member",,,,Other,"Yes, graduate student",Mcauliffe Elementary,No,348500,San Francisco,,ME_02,129 Elizabeth Walk,Suite 435,East Tina,NM,94106,US,,
Adrian,,Richardson,donald60@example.com,,,4683293503,,,4683293503,2021-02-23,2023-12-01,Member,M,monthly,canceled_by_processor,canceled_by_processor,"No, not a union member",,,,West Asian / Middle Eastern,"Yes, college student",Paramount Englewood,No,360063,San Francisco,,ME_02,760 Chris Plains,Apt. 207,South Williamville,MT,94150,US,,
Jacob,,Gray,ruizveronica@example.net,,,8308576595,379-228-8207,,8308576595,2019-07-07,2020-12-18,Lapsed,L,one-time,canceled_by_admin,canceled_by_admin,"No, not a union member",,,,Hispanic / Latinx,"Yes, high school student",Brown,No,337483,San Francisco,,ME_02,256 Myers Lights,Apt. 429,New Caitlyn,IA,94124,US,,
Xavier,Lisa.,Baldwin,tracyfoley@example.com,,,241-880-1554,,,241-880-1554,2017-09-26,2019-04-06,Lapsed,L,annual,canceled_by_admin,canceled_by_admin,"No, but former union member",,,,Pacific Islander,"Yes, graduate student",AITKIN ALTERNATIVE LEARNING PROGRAM,Membership card only,268902,San Francisco,,ME_02,6154 Brianna Burgs,Suite 708,East Carmenmouth,CA,94171,US,,
Curtis,,Kennedy,dgallagher@example.net,True,,5572058770,,,5572058770,2021-01-01,2023-06-29,Member,M,monthly,canceled_by_admin,canceled_by_processor,"Yes, current union member",AFSCME,3001,,Hispanic / Latinx,"Yes, college student",George W. Carver Center for Arts & Technology,Membership card only,979029,San Francisco,,ME_02,56888 Barnes Shoals,Apt. 560,South Matthewton,AL,94162,US,,
Matthew,,Cordova,hrobinson@example.org,,,,5562995351,,5562995351,2021-05-29,2022-06-18,Lapsed,L,yearly,canceled_by_failure,canceled_by_admin,"No, not a union member",,,,Jewish,No,,Membership card only,686300,San Francisco,,ME_02,602 Kramer Mission,Suite 507,Ashleyborough,DC,94117,US,,
Michael,,Spencer,jenniferdavis@example.net,,,836-394-0637,,,836-394-0637,2020-07-21,2022-04-09,Lapsed,L,monthly,canceled_by_admin,,Currently organizing my workplace,,,,Native American / Indigenous,No,,Yes,916485,San Francisco,,ME_02,70543 Benjamin Ridges,Suite 297,Dickersonton,GA,94104,US,,
Matthew,,Anderson,jackperez@example.org,,,,,,,2020-06-03,2022-12-13,Lapsed,L,one-time,past_due,canceled_by_admin,"No, but former union member",,,,Hispanic / Latinx,No,,Yes,709371,San Francisco,,ME_01,822 Debra Drive,Suite 818,Anastad,MP,94172,US,,
Bethany,Carolyn.,Stein,reededdie@example.com,,,,,,,2023-07-07,2025-03-28,Member in Good Standing,M,income-based,active,canceled_by_failure,Currently organizing my workplace,,,,White / of European Descent,,,Yes,776501,San Francisco,,ME_01,582 Clayton Island,Suite 147,Allisonfurt,GU,94141,US,,
George,,Price,alexanderlopez@example.com,,,,7602299651,,7602299651,2023-09-08,2025-03-17,Member in Good Standing,M,monthly,canceled_by_failure,canceled_by_user,"No, not a union member",,,,White / of European Descent,No,,Yes,44832,San Francisco,,ME_01,07015 Michael Run,Suite 188,South Randy,TX,94135,US,,
Timothy,,Lynch,omorrison@example.org,,,513-799-2374,,,513-799-2374,2022-03-06,2024-06-13,Member in Good Standing,M,yearly,past_due,canceled_by_failure,"No, but former union member",,,,Hispanic / Latinx,"Yes, graduate student",HANCOCK EL,Yes,581832,San Francisco,,ME_01,2678 Sergio Rapids,Apt. 787,South Mary,IA,94162,US,,
Scott,,Bowers,deanwalter@example.net,,,377-503-9689,,,377-503-9689,2016-03-23,2017-11-23,Lapsed,L,monthly,canceled_by_processor,canceled_by_failure,Currently organizing my workplace,,,,Black / of African Descent,"Yes, high school student",HEIM MIDDLE SCHOOL,Yes,236991,San Francisco,,ME_01,4872 Maureen Island,Suite 005,Kellerbury,PW,94156,US,,
Justin,,Silva,michael03@example.org,,,326-699-1887,,,326-699-1887,2022-10-28,2024-11-22,Member in Good Standing,M,monthly,canceled_by_processor,canceled_by_failure,"Yes, current union member",SEIU,2410,,Other,"Yes, high school student",NEW EXPLORATIONS INTO SCIENCETECH AND MATH HIGH SCHOOL,Membership card only,147274,San Francisco,,ME_01,34305 Brenda Parks,Apt. 605,Evansshire,IL,94107,US,,
Diane,,Young,rachel96@example.org,,,,,,,2020-02-23,2021-04-22,Lapsed,L,yearly,canceled_by_processor,canceled_by_user,"No, but former union member",,,,Prefer Not to Say,"Yes, high school student",GRADEN ELEM.,Yes,659819,San Francisco,,ME_01,73406 Kevin Harbors,Suite 136,Natalieport,AZ,94163,US,,
Kim,Brandon.,Thomas,phillipstheresa@example.org,True,,(561)301-4517,,,(561)301-4517,2019-02-10,2020-06-11,Lapsed,L,yearly,past_due,canceled_by_admin,"Yes, current union member",USW,436,,Hispanic / Latinx,No,,Yes,584694,San Francisco,,ME_01,5512 Jessica Dam,Suite 517,Tylershire,AR,94111,US,,
Jason,,Flynn,qmoran@example.com,,,,6378836000,,6378836000,2021-04-14,2023-11-30,Member,M,one-time,canceled_by_admin,canceled_by_user,"Yes, retired union member",AFT,4372,,Prefer Not to Say,"Yes, college student",Dorseyville MS,Yes,268340,San Francisco,,ME_01,1686 Lisa Union,Apt. 252,Lynnberg,DE,94136,US,,
Timothy,,Morgan,xrowe@example.org,,,8553504603,3048368744,,8553504603,2022-08-17,2023-08-26,Member,M,income-based,canceled_by_failure,never,"No, but former union member",,,,White / of European Descent,,,Yes,35600,San Francisco,,ME_02,6020 Richard Rapid,Apt. 203,North Markport,NM,94164,US,,
Curtis,Cameron,Moore,michael03@example.org,,TRUE,533-373-8487,,,533-373-8487,2016-02-03,2019-07-05,Lapsed,L,one-time,past_due,canceled_by_admin,"Yes, current union member",UAW,272,,West Asian / Middle Eastern,"Yes, college student",AXTELL/BRUCEVILLE-EDDY LEARNING CENTER,Membership card only,461639,San Francisco,,ME_01,91287 Rachel Extension,Suite 057,Brianfort,NY,94108,US,,
Wendy,Justin.,Morrison,oscarflores@example.net,,,(908)479-4918,,,(908)479-4918,2021-09-29,2023-11-01,Member,M,one-time,canceled_by_admin,canceled_by_admin,"Yes, retired union member",NEA,4720,,Asian,,,No,36390,San Francisco,,ME_01,9724 Matthew Lane,Suite 012,Erictown,OH,94164,US,,
Savannah,,Maynard,ellen61@example.com,,,,,,,2019-01-03,2023-05-02,Member,M,income-based,lapsed,canceled_by_processor,"Yes, current union member",AFSCME,4934,,West Asian / Middle Eastern,"Yes, graduate student",EAST SIDE MIDDLE SCHOOL,Membership card only,381556,San Francisco,,ME_02,2844 Jackson Crossroad,Apt. 925,North Sharistad,OR,94016,US,,
Emily,,Carpenter,vsutton@example.org,,,,6909199797,,6909199797,2022-08-15,2024-09-19,Member in Good Standing,M,one-time,active,canceled_by_admin,Currently organizing my workplace,,,,Asian,,,Yes,468484,San Francisco,,ME_01,704 Morales Course,Suite 562,Port David,AR,94199,US,,
Sabrina,,Blanchard,miranda77@example.com,,,935-830-6292,,,935-830-6292,2023-08-19,2025-06-28,Member in Good Standing,M,one-time,canceled_by_failure,,"Yes, retired union member",UFCW,1936,,Jewish,"Yes, high school student",MARION OAKS ELEMENTARY SCHOOL,No,514565,San Francisco,,ME_01,5484 Daniel Trail,Apt. 787,Lisafort,TN,94110,US,,
Jamie,,Spears,wduran@example.com,,TRUE,9295052078,7134066727,,9295052078,2017-01-28,2018-12-30,Lapsed,L,monthly,canceled_by_admin,,"Yes, current union member",SEIU,1131,,Prefer Not to Say,"Yes, graduate student",Berry Shoals Intermediate,Membership card only,560270,San Francisco,,ME_02,820 Jackson Oval,Suite 811,Adamburgh,ND,94135,US,,
Tara,,Delacruz,garrettgonzales@example.org,,,5262625692,912-303-6314,,5262625692,2022-03-10,2024-12-04,Member in Good Standing,M,income-based,past_due,never,"Yes, retired union member",AFSCME,4790,,Other,No,,No,136585,San Francisco,,ME_02,2599 Jacob Ferry,Apt. 306,Port Tiffanyville,AK,94107,US,,
Samuel,James,Gray,cortezmary@example.net,,,558-253-8557,7906156802,,558-253-8557,2016-06-01,2020-04-18,Lapsed,L,yearly,past_due,canceled_by_user,Currently organizing my workplace,,,,West Asian / Middle Eastern,"Yes, high school student",Coronado High School,Yes,382901,San Francisco,,ME_01,920 Rivera Locks,Apt. 767,Richardberg,AR,94106,US,,
Tara,,Kelley,edwardsjeffrey@example.org,,TRUE,,5279304568,,5279304568,2022-10-05,2024-02-12,Member in Good Standing,M,monthly,canceled_by_processor,never,"No, not a union member",,,,Hispanic / Latinx,"Yes, high school student",PRE-K ACADEMY AT WEST AVENUE,No,764006,San Francisco,,ME_02,171 Gonzales Drives,Suite 536,East Robin,ND,94143,US,,
Donald,,Wright,jean97@example.net,,,,,,,2023-08-09,2024-12-25,Member in Good Standing,M,monthly,lapsed,canceled_by_failure,"No, not a union member",,,,Pacific Islander,,,Yes,72231,San Francisco,,ME_01,522 Myers Highway,Suite 945,Jodifurt,KY,94144,US,,
Brittany,,Bailey,catherinemoore@example.net,,,,,,,2019-11-07,2021-09-19,Lapsed,L,monthly,canceled_by_admin,canceled_by_user,"No, but former union member",,,,Pacific Islander,"Yes, college student",CHAMA MIDDLE,No,509979,San Francisco,,ME_02,147 Daniel Viaduct,Suite 850,Nguyenstad,MI,94102,US,,
Rachel,Michelle.,Conner,john41@example.net,,,3002247784,,,3002247784,2023-02-10,2024-07-27,Member in Good Standing,M,annual,active,,"No, but former union member",,,,Other,"Yes, graduate student",Starbuck - An IB World School,No,126488,San Francisco,,ME_02,219 Nathan Crossroad,Apt. 017,Port Robin,NC,94151,US,,
Melissa,,Jimenez,george06@example.net,,TRUE,(635)869-7647,4936540788,,(635)869-7647,2020-08-31,2023-09-11,Member,M,one-time,past_due,canceled_by_failure,Currently organizing my workplace,,,,Hispanic / Latinx,,,Yes,52208,San Francisco,,ME_02,835 James Forks,Suite 327,Port David,OH,94107,US,,
Trevor,,Gallegos,hwilliams@example.net,,,732-275-9465,,,732-275-9465,2023-08-16,2025-03-01,Member in Good Standing,M,one-time,canceled_by_failure,canceled_by_processor,"Yes, retired union member",AFSCME,2780,,Other,,,Yes,856183,San Francisco,,ME_02,65380 Flores Mountain,Apt. 837,Johnville,MP,94158,US,,
Stephen,,Ramirez,xclark@example.org,,,,,,,2019-04-12,2024-12-11,Member in Good Standing,M,income-based,active,,"No, but former union member",,,,West Asian / Middle Eastern,,,No,20218,San Francisco,,ME_02,670 Gomez Prairie,Apt. 185,Ashleymouth,FM,94121,US,,
Jennifer,,Lang,shirley20@example.com,,,(999)419-7914,,,(999)419-7914,2022-06-24,2024-11-18,Member in Good Standing,M,yearly,canceled_by_processor,canceled_by_processor,"Yes, retired union member",NEA,5582,,Asian,"Yes, graduate student",Mission Road Elementary School,Membership card only,363766,San Francisco,,ME_01,82115 Burch Road,Apt. 494,Port Alexis,AK,94116,US,,
Michael,,Savage,smithsusan@example.com,,,2335579551,6677191545,,2335579551,2020-05-03,2024-06-04,Member in Good Standing,M,yearly,active,canceled_by_admin,"Yes, retired union member",,2121,,Prefer Not to Say,"Yes, high school student",Julius Marks Elementary School,No,50044,San Francisco,,ME_01,214 Katrina Row,Apt. 177,Mooremouth,CO,94171,US,,
Robert,,Gomez,jonesbruce@example.org,,,(391)485-7405,330-660-2463,,(391)485-7405,2018-09-12,2020-01-28,Lapsed,L,one-time,lapsed,,"No, but former union member",,,,Other,"Yes, graduate student",DWIGHT MIDDLE,Membership card only,51078,San Francisco,,ME_02,023 Jerry Crossroad,Apt. 040,Jennatown,NM,94127,US,,
George,,Crane,randy16@example.net,,,287-755-0032,,,287-755-0032,2020-07-13,2023-05-27,Member,M,monthly,canceled_by_processor,,"Yes, retired union member",AFT,3332,,Hispanic / Latinx,,,Yes,666048,San Francisco,,ME_01,18825 James Lock,Apt. 451,North Caitlynport,NC,94123,US,,
Jennifer,,Roberts,dustin24@example.net,,,,,,,2022-10-12,2023-12-29,Member,M,one-time,canceled_by_admin,canceled_by_admin,"Yes, retired union member",NEA,1430,,Native American / Indigenous,"Yes, college student",Especially Kidz Health & Rehab Cnt,Yes,685292,San Francisco,,ME_02,4957 Sandra Forges,Suite 973,Allenton,OK,94131,US,,
Paul,,Morse,ellisjennifer@example.net,,TRUE,494-440-9704,,,494-440-9704,2022-12-05,2024-12-24,Member in Good Standing,M,one-time,canceled_by_processor,canceled_by_processor,"No, not a union member",,,,Black / of African Descent,No,,Membership card only,433005,San Francisco,,ME_01,7091 Ritter Walks,Apt. 980,Yvonnemouth,AS,94106,US,,
Brittany,,Zimmerman,cjuarez@example.net,True,,(636)993-3153,,,(636)993-3153,2016-01-29,2018-01-12,Lapsed,L,income-based,lapsed,canceled_by_processor,Currently organizing my workplace,,,,White / of European Descent,,,No,786879,San Francisco,,ME_01,6379 Stephanie Locks,Suite 700,New Jonathan,VA,94146,US,,
Michael,,Becker,mbrown@example.com,,,569-294-7105,,,569-294-7105,2018-05-21,2020-02-03,Lapsed,L,one-time,canceled_by_failure,canceled_by_admin,"No, but former union member",,,,Asian,No,,Yes,990126,San Francisco,,ME_01,08791 Ruth Inlet,Apt. 917,Herreraberg,SD,94199,US,,
Nicholas,Kaylee.,Melendez,kara82@example.com,,,6924467908,,,6924467908,2020-10-24,2022-03-28,Lapsed,L,one-time,canceled_by_failure,canceled_by_admin,"No, but former union member",,,,Native American / Indigenous,"Yes, college student",A J Katzenmaier Academy,Membership card only,919258,San Francisco,,ME_02,947 Lowe Court,Apt. 320,Port Wendy,AZ,94130,US,,
James,,Cobb,jamesduncan@example.net,,,,,,,2021-06-18,2023-09-05,Member,M,one-time,canceled_by_processor,canceled_by_failure,Currently organizing my workplace,,,,Native American / Indigenous,"Yes, college student",Philipsburg School,No,892403,San Francisco,,ME_02,310 Terry Glens,Suite 520,Brandimouth,RI,94109,US,,
Chad,,Bailey,suzannegolden@example.net,,,493-319-7623,,,493-319-7623,2023-11-11,2025-04-19,Member in Good Standing,M,income-based,canceled_by_failure,canceled_by_failure,"Yes, retired union member",USW,1640,,Prefer Not to Say,"Yes, graduate student",Abraxas Continuation High,Yes,797727,San Francisco,,ME_01,25707 Carson Center,Suite 738,Osbornestad,FM,94126,US,,
Justin,,Wilson,carterjill@example.net,True,,895-263-5895,771-233-9977,,895-263-5895,2020-04-26,2024-07-30,Member in Good Standing,M,income-based,canceled_by_processor,,"No, not a union member",,,,Native American / Indigenous,"Yes, graduate student",Harriet Treem Elementary School,Membership card only,593410,San Francisco,,ME_02,38581 Anthony Turnpike,Apt. 221,Port Michael,NJ,94108,US,,
John,,Miles,catherine83@example.net,,,898-853-2974,,,898-853-2974,2022-04-08,2023-05-01,Member,M,income-based,canceled_by_admin,,"No, not a union member",,,,Asian,"Yes, graduate student",Lisbon Regional School (Middle),No,176873,San Francisco,,ME_01,1813 Holly Grove,Suite 896,Mcbrideburgh,NM,94199,US,,
